Nombre,Puntuacion_IMDB,Puntuacion_Rotten_Tomatoes,Director,Guionistas,Argumento,Duracion
Mata,N/A,N/A,Epriliana Fitri Ayu Pamungkas,Epriliana Fitri Ayu Pamungkas,,N/A
There is a figure in the mirror,N/A,N/A,David S. Murga,David S. Murga,"A dance as a secret, as a declaration.",N/A
One of Twins,N/A,N/A,Shane Ramirez,Matt RamirezShane Ramirez,,N/A
Total entropi (Total Entropy),N/A,N/A,Louise Kärsbo Svanerud,Erica JanssonEmma JohansenLouise Kärsbo Svanerud,,N/A
Chakra,N/A,N/A,Iago Barrado,Julia Castro,,N/A
A Short Story About Love,N/A,N/A,Krzysztof Satola,Agnieszka SatolaKrzysztof Satola,"Watching the love of his life dying out of a terminal and painful illness, Mike slowly grows to make a decision to end her suffering.",N/A
Alicia,N/A,N/A,Alejandra Cuberos Gómez,Alejandra Cuberos Gómez,,N/A
Super Dad,N/A,N/A,Jing Jessie Guo,Jing Jessie Guo,,N/A
The Story of Marie,N/A,N/A,Gabby MooreMarie Moore,Gabby MooreMarie Moore,,N/A
Piccola storia di donna,N/A,N/A,Adriano Cerroni,Serena Aronica,,N/A
Playa de las mujeres,N/A,N/A,Iñigo Cobo,Iñigo Cobo,,N/A
Coming Home,N/A,83%,Austin Kite,Samantha Silvay,,N/A
Trembling Waves,N/A,N/A,Damien Foley,Campbell GreenockFrances McCarthy,,N/A
Greater Lengths,N/A,N/A,Chris Paradice Daniels,Chris Paradice Daniels,Two step brothers are forced to reunite in an attempt to find closure after the death of their father.,N/A
The Life,N/A,N/A,Trico Fullerton,Trico Fullerton,,N/A
Dissonante,N/A,N/A,Vic KingsGuilherme Pulga,Vic KingsGuilherme Pulga,"Roberto Ronan is a musician and piano teacher who receives the news that his father is sick. He returns to his home town and spends some time in the house where he grew up. There the conflict that Roberto has with his younger brother, Henrique, grows at the same time as revelations about his family history are exposed.",N/A
All Under Heaven,N/A,N/A,Paul Joosse,Paul Joosse,A Muslim man visits a church but is hesitant to meet the priest.,N/A
Pan Rudnicki i samochody,N/A,N/A,Andrzej Mankowski,Oriana KujawskaJanusz Rudnicki,,N/A
A wonderful light,N/A,N/A,Aynoa Alvarez-Wautiez,Aynoa Alvarez-Wautiez,Adaptation of the Little Match Girl by C. Andersen.,N/A
Reptilia,N/A,N/A,Michelle Roginsky,Michelle Roginsky,Two street urchins get mixed up with a big-city finance bro and his paranoid criminal activity.,N/A
Concreto,N/A,N/A,Vic Kings,Vic KingsMarcos Ventura,"In the middle of the urban chaos, a simple man has his first day in a big city.",N/A
Get out of frame,N/A,N/A,Stefan Litvin,Teddy RusevaVencislav Zahariev,,N/A
Falskar Nótur,N/A,N/A,Tómas Víkingsson,Tómas Víkingsson,"Alex is revisited by his childhood friend, Jóhann, who's ignored Alex for years after becoming a famous music producer. Jóhann wants to take Alex along with him into a cabin in the country to catch up but everything is not what it seems.",N/A
The Sensible Indian,N/A,N/A,Manahar Kumr,Rakshit Sinha,,N/A
Voices,N/A,29%,Jeff Grdina,Jeff Grdina,A short experimental film about feeling unwanted.,N/A
Beyond the Curtain,N/A,N/A,Hal Haixu Liu,Hal Haixu Liu,"During the 1960's China's cultural revolution, the nine-year-old boy, Hai, receives an obscure comic book from an unknown homeless man. Hai gets attracted by the magical world depicted in the book, not knowing there's something else hidden in its story.",N/A
Bandeira,N/A,N/A,Thiago Zé Ferreira,Thiago Zé Ferreira,"Uirá is a Brazilian indigenous who will undergo a journey, addressing the 'grileiros' issue and environment neglect, the greed caused by money and body exploration, coming in collision with the transformed legends that bring back the rites of his ancestry.",N/A
Imerso Em Teu Regaço,N/A,N/A,Lucas Marques,Lucas Marques,"The universe of a lonely man who lives isolated from the world in a country farm. While he was travelling to the city, he runs over a woman on the road. Under his care, she becomes the fruit of an imaginary passion.",N/A
El faisán y el venado,N/A,N/A,Dario Caballero,Dario Caballero,"Pheasant legend is an iconic piece o Maya oral tradition. And this story tells us about two brothers and a bond that transcends borders and it becomes something deeper, hard to understand even after death.",N/A
Fortellingen,N/A,N/A,Torolv RøbergHelene Hoel Sakshaug,N/A,,N/A
El Cuento de Antonia,N/A,N/A,Jorge Cadena,Li AparicioJorge Cadena,"Battered by incessant winds, this community welcomes Antonia with a ritual of stripping bare the stories she embodies. Being recalcitrant to established orders and endowed with a beauty that defies the widespread poverty, she is the protagonist of a visionary tale for today's Colombia.",N/A
Gudiya,N/A,N/A,Mohit Pal,Mohit PalChetan Uniyal,,N/A
Bicicleta,N/A,N/A,Henrique Guerreiro,Henrique Guerreiro,"A young poet suffering from a heartbreak, embarks alone on a journey in search of his happiness.",N/A
Apatia,N/A,N/A,Henrique Guerreiro,Henrique Guerreiro,"Rafael is a 20 year old who lives in the past, remembering it through old recordings.",N/A
Compta amb mi,N/A,N/A,David Casademunt,David CasademuntGus Wallin,,N/A
Cánticos,N/A,N/A,Daniel SanzÁlvaro Sarró,Hugo LópezDaniel SanzÁlvaro Sarró,,N/A
Life On Paper,N/A,N/A,Alexander Hoggard,Alexander Hoggard,,N/A
Jaago Re,N/A,N/A,Tariq Bhat,T. Manwani Anand,Jaago Re (wake up now) is an inspirational film about hate in two religions in India. The film has very strong message which teaches us the true value of the democracy. Director Tariq Bhat producer Sona Manwani and writer T Manwani Anand's Jaago re is most needed subject of the time.,N/A
And Love Me,N/A,N/A,Ariel Tamir,Ariel Tamir,A boring first date that gets kinky and will never be forgotten.,N/A
Glass shell,N/A,N/A,Ellie Lee Stayner,Morgan OsborneEllie Lee Stayner,,N/A
Ló,N/A,73%,Pablo Bautista,Pablo BautistaErika Gómez Fernández,,N/A
Wild Fire,N/A,N/A,Alex Seradj,Alex Seradj,,N/A
Under the Sun,N/A,74%,Miguel A. Garcia,Miguel A. Garcia,"When tragedy strikes his family, Jack sets to create a time machine to restore his life, while dealing with the concerns and skepticism of his family.",N/A
Evidentiary Bodies,N/A,N/A,Barbara Hammer,Barbara Hammer,"Barbara Hammer's first and only multi-channel video installation, that tackles deeply personal subjects of her life.",N/A
O Elogio da Loucura,N/A,N/A,Lucas Marques,Lucas Marques,A monologue about the worries and insecurities of love.,N/A
Thomas,N/A,N/A,Andre Chambers,Danny Lewis,,N/A
I klopi,N/A,N/A,George Leontakianakos,Lila Eukratidou,,N/A
Vetric,N/A,N/A,Mert Güncüer,Mert Güncüer,The last two days of a couple who are experiencing a communication breakdown.,N/A
Necrolatria,N/A,N/A,Carlos Marin Fernandez,Carlos Marin Fernandez,,N/A
Thread,N/A,N/A,Léa Soler,Léa Soler,,N/A
I duschen tänker jag på det som mest,N/A,N/A,Robin Bukhamseen,Robin Bukhamseen,Ludvig reflects on his body while taking a shower.,N/A
Ludis,N/A,N/A,Gatis Ungurs,Kaspars DumbursGatis GagaMarija Linarte,,N/A
Beautiful Dream,N/A,N/A,Bita Elahian,Bita Elahian,,N/A
Parkoló,N/A,N/A,Gabor Verebelyi,Gabor Verebelyi,,N/A
Buried Daughter,N/A,N/A,Fawzi Yahya,Fawzi Yahya,"This short film by Bayyinah Institute tackles the questions of women's choices in education, career and home-building, and double standards that often exist in people's treatment of daughters and sons. So we asked: how would it feel to hear the same type of questions being asked to a male figure instead?",N/A
Jabu: The Beggining,N/A,N/A,Shubham Mehta,Oupa SibekoJames PilkingtonSive Matiwane,"An unofficial, South African adaptation of George Morikawa's Hajime no Ippo. Jabu is the story of a young timid boy's journey to become a great boxer.",N/A
1H35,N/A,N/A,Quentin Nzoulani,Quentin Nzoulani,The conflicting relations between two Parisian teenagers between laughter and tears.,N/A
The House at the End,N/A,N/A,Kane Gaundar,Kane Gaundar,"A man kills his pet dog, his family and then himself.",N/A
Bhindi Yaad Rakhna,N/A,N/A,Manahar Kumr,Manahar Kumr,A short film about a mother - son relationship.,N/A
#socialparty,N/A,N/A,Arthur Gonzales,Arthur Gonzales,A girl experiences social anxiety at a social event.,N/A
Camera (Notes on Film 10),N/A,N/A,Norbert Pfaffenbichler,Norbert Pfaffenbichler,,N/A
Domenica,N/A,N/A,Bonifacio Angius,Bonifacio AngiusMarina Satta,,N/A
Tiger Lily,N/A,N/A,Gal Gonen,Shir CaspiGal Gonen,"Aya is an inconceivable woman, and that's how she comes off to the dismay of the school principle, when she sends her daughter, Ziv, to school dressed up as Tinkerbell, on a regular school day. Upon being summoned by the Principle, Aya arrives to everyone's surprise, dressed up as Tiger Lily (another character from ""Peter Pan""). The movie follows Aya and Ziv through t... Leer todo",N/A
Vandana,N/A,N/A,Deepak Sawakhande,Deepak SawakhandeArman Shaik,Synopsis This is the story of Vandana who is very shy by nature but she immediately believes in someone. She is married but husband and wife are constantly arguing for one reason or another. Husband is very annoying.Vandana is very sad because of this daily trouble. One day a young man named Bharat comes into her life. Vandana goes to Bharat's house.She does not think... Leer todo,N/A
Charlie Doesn't Order Pizza,N/A,N/A,Matt Kinsman,Jon ChanMatt Kinsman,,N/A
Don't Stop,N/A,N/A,Dominic Goodie,Dominic Goodie,,N/A
Atmiyo - The Soulmate,N/A,N/A,Prabir Kundu,Prabir Kundu,"A director who made many films and got several award but he did not get help for his family, he lost his wife. He refused the world of cinema and hide himself from the present world. After many years a young talented director got best award for his first film. The old director visit the young director's house and encourage him.",N/A
Tug,N/A,N/A,Christopher Ortiz,Christopher Ortiz,"A Chinese-American girl and her white boyfriend fail to earn the blessing of the latter's racist parents in order to marry, but when he feels pressured to please them, they must see if a relationship is possible at all. When Nate reveals that once he tutored a student in poverty who regardless had serviceable parents, he's convinced marriage isn't necessary when being... Leer todo",N/A
Rememory,N/A,25%,Halley Albert,Halley Albert,,N/A
I don't,N/A,N/A,Lachie Allemand,Adam HaylockLeschelle Leonhardt,"On the way to her fathers second wedding, Audrey's car breaks down. Audrey sees this as an opportunity to avoid going to the wedding she already disapproves of, and hopefully stop the ceremony all together.",N/A
Glicynia,N/A,N/A,Izabela Kiszczak,Paulina AntolakIzabela KiszczakOlga Tokarczuk,,N/A
L'autista,N/A,N/A,Daniele Pini,Giuseppe BriganteClaudia De Angelis,,N/A
Oblivion,N/A,27%,MJ Kiego,MJ Kiego,"Set in Alaska, this abstract film toys with various images that portray oblivion as the means of passing time on a daily basis. But it begs the question: what does it take for someone to come to terms with their real circumstances?",N/A
Way Out,N/A,N/A,Jiayi Li,Jiayi Li,"The unmarried couple Alleyn and his fiancee Chen encounters some difficulties in life. Chen wants to convince Alleyn to accept living with her single father after marriage, but he refuses Chen because of busy work, preparing for the wedding and some unspeakable reasons. There is a crack between them.",N/A
Off-season,N/A,N/A,Elzat Eskendir,Elzat Eskendir,"An elderly shepherd and his wife are at the center of this tale of winter survival and disconnection, unfolding over the course of one fateful day and night, swirling around a group of solitary characters that only ever cross paths physically.",N/A
Nocturnal,N/A,94%,James Rath,James Rath,"Since an infant I've always had difficulty sleeping. Partially due to my nystagmus moving my eyes constantly and with very active mind, my brain seems never to slowdown. This short film showcases the daily struggles I face attempting to fall asleep at reasonable time.",N/A
Off-season,N/A,N/A,Elzat Eskendir,Elzat Eskendir,,N/A
16 years,N/A,N/A,Emil Aminpay,Emil Aminpay,,N/A
Laugh,N/A,N/A,Akshay Choubey,Sheeba ChaddhaVrajesh HirjeeBrijendra Kala,"A film about who we were and who we've become, how socialising was and where its reached, how something as simple as laughing has taken a complicated turn.",N/A
Off-season,N/A,N/A,Elzat Eskendir,Elzat Eskendir,,N/A
Nina,N/A,17%,Omer Ben-Shachar,Omer Ben-Shachar,A single photograph bridges the gap between an elderly mother living with dementia and her dedicated daughter looking for a way to connect.,N/A
En el Nombre del Padre,N/A,N/A,Francisco Sevilla,Jorge TrujilloSalvador RomoArturo Valle Macías,"A priest wanting to give a lesson to a corrupt politician and a drug dealer is involved in an accident murder, which causes him to lose his mind by making a serious mistake, suicide.",N/A
Bodas de Papel,N/A,N/A,Keicy MartinsBreno Nina,Áurea MaranhãoBreno Nina,,N/A
Le Missionaire,N/A,N/A,Kristian Snow,Pierre Jackson,"Sister Marie-Rose has the chance to evangelize on an outreach trip to the United States. During her exhaustive prayer time, a close friend, Sister Abigail, arrives. Sister Abigail is concerned about her makeup, and flustered by Sister Abigail's focus on spiritual matters when their is practical urgency to be on time for the final team meeting before the outreach flies... Leer todo",N/A
Bruciate Napoli,N/A,N/A,Arnaldo Delehaye,Arnaldo DelehayeEttore Zito,,N/A
Brother,N/A,N/A,Matan Yaniv,Matan Yaniv,"Merav is a girl from Karmiel that lives a simple life with her brother and mother. When her brother is being sick, her morality is tested while she meets a young boy that suggesting to help her dying brother.",N/A
Axed (Halloween Horror),N/A,N/A,Todd Larson,Todd Larson,"Victor Le Duesbahge, a young and accomplished chef out of Cordon Bleu, meets two unlikely contestants in the battle for a grand prize of $10,000.",N/A
Khallina Hakka Khir,N/A,N/A,Mehdi Barsaoui,Mehdi Barsaoui,"Baba Azizi is an old man, who has not been spared by illness. Passed around by his adult children, he finds himself at his daughter's for a couple of days. An ordeal is expected, but things will not go as he imagines.",N/A
Prapak Doctor,N/A,N/A,Jalan Lamichhane,Aayan Khadka,,N/A
The Door,N/A,N/A,Yueh-Tzu Sun,Yueh-Tzu Sun,,N/A
Dueto,N/A,N/A,Bruno Autran,Bruno Autran,"About memory, small gestures, emotions and superheroes. A minimalist portrait of the daily life of two elderly.",N/A
Mirror,N/A,40%,Aayush Joshi,Aayush Joshi,"'Mirror' follows the journey of antithetical twin brothers Ryan and Aaron. Aaron is hardworking and loyal to the British army, whereas Ryan is lazy and unemployed. After the continuous lecturing from Aaron and the turn of events, will Ryan change?",N/A
The Deal,N/A,N/A,Christopher Davison,Christopher Davison,,N/A
Saudade,N/A,N/A,Daniel Gouveia,Daniel Gouveia,,N/A
Eyes Wide,N/A,N/A,Lin Yi-Chuang,N/A,,N/A
Maria Stuart,N/A,N/A,Robert Zerbst,Quynh Trang ChuLinda HartwigFriedrich Schiller,,N/A
Driving for A Change,N/A,N/A,Benjamin McClain,Jayde Kief,,N/A
Audire. Videre. Sentire.,N/A,N/A,Tatiana Wisniewski,Jessica DaussennFelipe NascimentoClaudiany Shutz,"Experiência cinestésica sobre os sentimentos entre um casal: Tristeza, Ódio, Amor e Alegria.",N/A
All in Good Time,N/A,64%,Patrick West,Patrick West,A wannabe astronaut discusses his hopes and dreams ignorant to the fact that he will be dead by morning.,N/A
